580774	1	a	bir	artikel	I'm a man.	Ben bir erkeğim.	https://audio.tatoeba.org/sentences/eng/580774.mp3	[sound:580774.mp3]
294775	61	say	söylemek		He did say so.	O, öyle söyledi.	https://audio.tatoeba.org/sentences/eng/294775.mp3	[sound:294775.mp3]
5840357	61	say	söylemek		I say it's OK.	Bunun tamam olduğunu söylüyorum.	https://audio.tatoeba.org/sentences/eng/5840357.mp3	[sound:5840357.mp3]
28233	61	say	söylemek		You don't say.	Hadi canım sen de.	https://audio.tatoeba.org/sentences/eng/28233.mp3	[sound:28233.mp3]
1357260	61	say	söylemek		Did she say it?	Onu söyledi mi?	https://audio.tatoeba.org/sentences/eng/1357260.mp3	[sound:1357260.mp3]
2649168	61	say	söylemek		Did you say 30?	30 mu dedin?	https://audio.tatoeba.org/sentences/eng/2649168.mp3	[sound:2649168.mp3]
41572	61	say	söylemek		Don't say that.	Öyle konuşma.	https://audio.tatoeba.org/sentences/eng/41572.mp3	[sound:41572.mp3]
5852369	61	say	söylemek		I can't say no.	Ben hayır diyemem.	https://audio.tatoeba.org/sentences/eng/5852369.mp3	[sound:5852369.mp3]
4498128	61	say	söylemek		I did say that.	Ben onu söyledim.	https://audio.tatoeba.org/sentences/eng/4498128.mp3	[sound:4498128.mp3]
2249594	61	say	söylemek		Never say that.	Asla onu söylemeyin.	https://audio.tatoeba.org/sentences/eng/2249594.mp3	[sound:2249594.mp3]
2891039	61	say	söylemek		Did Tom say who?	Tom kim olduğunu söyledi mi?	https://audio.tatoeba.org/sentences/eng/2891039.mp3	[sound:2891039.mp3]
1886187	61	say	söylemek		Did Tom say why?	Tom nedenini söyledi mi?	https://audio.tatoeba.org/sentences/eng/1886187.mp3	[sound:1886187.mp3]
3737210	61	say	söylemek		I've had my say.	Ben fikrimi bildirdim.	https://audio.tatoeba.org/sentences/eng/3737210.mp3	[sound:3737210.mp3]
505754	61	say	söylemek		Never say never.	Asla asla deme.	https://audio.tatoeba.org/sentences/eng/505754.mp3	[sound:505754.mp3]
2270529	61	say	söylemek		Don't say a word.	Tek kelime söyleme.	https://audio.tatoeba.org/sentences/eng/2270529.mp3	[sound:2270529.mp3]
3821771	61	say	söylemek		Just say it once.	Onu sadece bir kere söyle.	https://audio.tatoeba.org/sentences/eng/3821771.mp3	[sound:3821771.mp3]
70988	61	say	söylemek		Whatever you say.	Ne dersen de.	https://audio.tatoeba.org/sentences/eng/70988.mp3	[sound:70988.mp3]
532375	61	say	söylemek		I got a lot to say.	Söyleyecek çok şeyim var.	https://audio.tatoeba.org/sentences/eng/532375.mp3	[sound:532375.mp3]
2271758	61	say	söylemek		I didn't say hello.	Merhaba demedim.	https://audio.tatoeba.org/sentences/eng/2271758.mp3	[sound:2271758.mp3]
3737202	61	say	söylemek		I have more to say.	Söyleyecek daha çok şeyim var.	https://audio.tatoeba.org/sentences/eng/3737202.mp3	[sound:3737202.mp3]
2376339	61	say	söylemek		I know what to say.	Ne söyleyeceğimi biliyorum.	https://audio.tatoeba.org/sentences/eng/2376339.mp3	[sound:2376339.mp3]
2406220	61	say	söylemek		I say what I think.	Düşündüğümü söylerim.	https://audio.tatoeba.org/sentences/eng/2406220.mp3	[sound:2406220.mp3]
794452	61	say	söylemek		I'd rather not say.	Söylemeyi tercih etmiyorum.	https://audio.tatoeba.org/sentences/eng/794452.mp3	[sound:794452.mp3]
2548793	61	say	söylemek		I'll do as you say.	Söylediğin gibi yapacağım.	https://audio.tatoeba.org/sentences/eng/2548793.mp3	[sound:2548793.mp3]
3393205	61	say	söylemek		Please do as I say.	Lütfen söylediğim gibi yap.	https://audio.tatoeba.org/sentences/eng/3393205.mp3	[sound:3393205.mp3]
1196613	61	say	söylemek		They say he's sick.	Onun hasta olduğunu söylüyorlar.	https://audio.tatoeba.org/sentences/eng/1196613.mp3	[sound:1196613.mp3]
3724309	61	say	söylemek		I came by to say hi.	Merhaba demek için uğradım.	https://audio.tatoeba.org/sentences/eng/3724309.mp3	[sound:3724309.mp3]
3409427	61	say	söylemek		What else can I say?	Başka ne söyleyebilirim?	https://audio.tatoeba.org/sentences/eng/3409427.mp3	[sound:3409427.mp3]
2275279	61	say	söylemek		Don't make me say it.	Onu bana söyletme.	https://audio.tatoeba.org/sentences/eng/2275279.mp3	[sound:2275279.mp3]
1877594	61	say	söylemek		Everyone, say cheese.	Herkes peynir desin.	https://audio.tatoeba.org/sentences/eng/1877594.mp3	[sound:1877594.mp3]
3722034	61	say	söylemek		Don't you say a word.	Bir kelime bile söyleme.	https://audio.tatoeba.org/sentences/eng/3722034.mp3	[sound:3722034.mp3]
70990	61	say	söylemek		I will do as you say.	Söylediğin gibi yapacağım.	https://audio.tatoeba.org/sentences/eng/70990.mp3	[sound:70990.mp3]
3374781	61	say	söylemek		People say I'm crazy.	İnsanlar deli olduğumu söylüyorlar.	https://audio.tatoeba.org/sentences/eng/3374781.mp3	[sound:3374781.mp3]
2547633	61	say	söylemek		They always say that.	Onlar her zaman onu söylerler.	https://audio.tatoeba.org/sentences/eng/2547633.mp3	[sound:2547633.mp3]
3820140	61	say	söylemek		Tom used to say that.	Tom onu söylerdi.	https://audio.tatoeba.org/sentences/eng/3820140.mp3	[sound:3820140.mp3]
2275913	61	say	söylemek		I didn't say I agreed.	Ben kabul ettiğimi söylemedim.	https://audio.tatoeba.org/sentences/eng/2275913.mp3	[sound:2275913.mp3]
1887201	61	say	söylemek		I didn't say anything.	Ben bir şey söylemedim.	https://audio.tatoeba.org/sentences/eng/1887201.mp3	[sound:1887201.mp3]
4969828	61	say	söylemek		Let me say that again.	Onu tekrar söyleyeyim.	https://audio.tatoeba.org/sentences/eng/4969828.mp3	[sound:4969828.mp3]
5852586	61	say	söylemek		Please say that again.	Lütfen onu tekrar söyle.	https://audio.tatoeba.org/sentences/eng/5852586.mp3	[sound:5852586.mp3]
2111796	62	see	görmek		I see.	Anlıyorum.	https://audio.tatoeba.org/sentences/eng/2111796.mp3	[sound:2111796.mp3]
2111796	62	see	görmek		I see.	Görüyorum.	https://audio.tatoeba.org/sentences/eng/2111796.mp3	[sound:2111796.mp3]
2235735	62	see	görmek		I see Tom.	Tom'u görürüm.	https://audio.tatoeba.org/sentences/eng/2235735.mp3	[sound:2235735.mp3]
2111618	62	see	görmek		Let's see.	Bir görelim.	https://audio.tatoeba.org/sentences/eng/2111618.mp3	[sound:2111618.mp3]
2203796	62	see	görmek		We'll see.	Göreceğiz.	https://audio.tatoeba.org/sentences/eng/2203796.mp3	[sound:2203796.mp3]
2230775	62	see	görmek		Go see Tom.	Tom'u görmeye git.	https://audio.tatoeba.org/sentences/eng/2230775.mp3	[sound:2230775.mp3]
3330160	62	see	görmek		I see that.	Onu görüyorum.	https://audio.tatoeba.org/sentences/eng/3330160.mp3	[sound:3330160.mp3]
1460029	62	see	görmek		I see them.	Onları görüyorum.	https://audio.tatoeba.org/sentences/eng/1460029.mp3	[sound:1460029.mp3]
65316	62	see	görmek		Let me see.	Bir bakayım.	https://audio.tatoeba.org/sentences/eng/65316.mp3	[sound:65316.mp3]
241719	62	see	görmek		You'll see.	Göreceksiniz.	https://audio.tatoeba.org/sentences/eng/241719.mp3	[sound:241719.mp3]
1553530	62	see	görmek		Can you see?	Görebiliyor musun?	https://audio.tatoeba.org/sentences/eng/1553530.mp3	[sound:1553530.mp3]
2245212	62	see	görmek		Come see me.	Beni görmeye gel.	https://audio.tatoeba.org/sentences/eng/2245212.mp3	[sound:2245212.mp3]
1841700	62	see	görmek		I can't see.	Göremiyorum.	https://audio.tatoeba.org/sentences/eng/1841700.mp3	[sound:1841700.mp3]
2626834	62	see	görmek		I see a boy.	Bir oğlan görüyorum.	https://audio.tatoeba.org/sentences/eng/2626834.mp3	[sound:2626834.mp3]
2247754	62	see	görmek		I'll go see.	Görmeye gideceğim.	https://audio.tatoeba.org/sentences/eng/2247754.mp3	[sound:2247754.mp3]
2549798	62	see	görmek		Can I see it?	Onu görebilir miyim?	https://audio.tatoeba.org/sentences/eng/2549798.mp3	[sound:2549798.mp3]
2245192	62	see	görmek		Come and see.	Gel ve gör.	https://audio.tatoeba.org/sentences/eng/2245192.mp3	[sound:2245192.mp3]
816077	62	see	görmek		I see a book.	Bir kitap görüyorum.	https://audio.tatoeba.org/sentences/eng/816077.mp3	[sound:816077.mp3]
586830	62	see	görmek		I see a lion.	Bir aslan görüyorum.	https://audio.tatoeba.org/sentences/eng/586830.mp3	[sound:586830.mp3]
945292	62	see	görmek		Wait and see.	Bekleyelim ve görelim.	https://audio.tatoeba.org/sentences/eng/945292.mp3	[sound:945292.mp3]
2255314	62	see	görmek		You will see.	Göreceksin.	https://audio.tatoeba.org/sentences/eng/2255314.mp3	[sound:2255314.mp3]
40019	62	see	görmek		Let me see it.	Ona bir bakayım.	https://audio.tatoeba.org/sentences/eng/40019.mp3	[sound:40019.mp3]
3327420	62	see	görmek		Can I see them?	Onları görebilir miyim?	https://audio.tatoeba.org/sentences/eng/3327420.mp3	[sound:3327420.mp3]
2092550	62	see	görmek		Anybody see you?	Herhangi biri seni gördü mü?	https://audio.tatoeba.org/sentences/eng/2092550.mp3	[sound:2092550.mp3]
2999529	62	see	görmek		Come and see us.	Bizi görmeye gel.	https://audio.tatoeba.org/sentences/eng/2999529.mp3	[sound:2999529.mp3]
2283764	62	see	görmek		I don't see how.	Nasıl olduğunu anlamıyorum.	https://audio.tatoeba.org/sentences/eng/2283764.mp3	[sound:2283764.mp3]
2271916	62	see	görmek		I don't see why.	Sebebini anlamıyorum.	https://audio.tatoeba.org/sentences/eng/2271916.mp3	[sound:2271916.mp3]
32688	62	see	görmek		Nice to see you.	Seni gördüğüme sevindim.	https://audio.tatoeba.org/sentences/eng/32688.mp3	[sound:32688.mp3]
2245037	62	see	görmek		Can everyone see?	Herkes görebilir mi?	https://audio.tatoeba.org/sentences/eng/2245037.mp3	[sound:2245037.mp3]
486630	62	see	görmek		Can you see that?	Onu görebiliyor musun?	https://audio.tatoeba.org/sentences/eng/486630.mp3	[sound:486630.mp3]
2301234	62	see	görmek		I can hardly see.	Güçlükle görebiliyorum.	https://audio.tatoeba.org/sentences/eng/2301234.mp3	[sound:2301234.mp3]
261604	62	see	görmek		I can't see well.	İyi göremiyorum.	https://audio.tatoeba.org/sentences/eng/261604.mp3	[sound:261604.mp3]
1887894	62	see	görmek		I want to see Tom.	Tom'la görüşmek istiyorum.	https://audio.tatoeba.org/sentences/eng/1887894.mp3	[sound:1887894.mp3]
953811	62	see	görmek		I'll see you soon.	Yakında görüşürüz.	https://audio.tatoeba.org/sentences/eng/953811.mp3	[sound:953811.mp3]
2549094	62	see	görmek		I'll see you then.	Sonra görüşürüz.	https://audio.tatoeba.org/sentences/eng/2549094.mp3	[sound:2549094.mp3]
417003	62	see	görmek		Long time, no see.	Uzun süre görüşmedik.	https://audio.tatoeba.org/sentences/eng/417003.mp3	[sound:417003.mp3]
2548761	62	see	görmek		I'll see you again.	Tekrar görüşürüz.	https://audio.tatoeba.org/sentences/eng/2548761.mp3	[sound:2548761.mp3]
32706	62	see	görmek		I'll see you later.	Daha sonra görüşürüz.	https://audio.tatoeba.org/sentences/eng/32706.mp3	[sound:32706.mp3]
2548760	62	see	görmek		I'll see you there.	Seni orada göreceğim.	https://audio.tatoeba.org/sentences/eng/2548760.mp3	[sound:2548760.mp3]
408046	62	see	görmek		Let's see who wins!	Kimin kazanacağını görelim.	https://audio.tatoeba.org/sentences/eng/408046.mp3	[sound:408046.mp3]
1152567	62	see	görmek		I don't see why not.	Bence sorun yok.	https://audio.tatoeba.org/sentences/eng/1152567.mp3	[sound:1152567.mp3]
873815	62	see	görmek		I see what you mean.	Ne demek istediğini anlıyorum.	https://audio.tatoeba.org/sentences/eng/873815.mp3	[sound:873815.mp3]
2548295	62	see	görmek		I'll see you Monday.	Pazartesi görüşürüz.	https://audio.tatoeba.org/sentences/eng/2548295.mp3	[sound:2548295.mp3]
1682715	62	see	görmek		I'll see you around.	Görüşürüz.	https://audio.tatoeba.org/sentences/eng/1682715.mp3	[sound:1682715.mp3]
315731	63	she	o		Who is she?	O kim?	https://audio.tatoeba.org/sentences/eng/315731.mp3	[sound:315731.mp3]
317358	63	she	o		Will she come?	O gelecek mi?	https://audio.tatoeba.org/sentences/eng/317358.mp3	[sound:317358.mp3]
1112328	63	she	o		Here she comes.	İşte geliyor.	https://audio.tatoeba.org/sentences/eng/1112328.mp3	[sound:1112328.mp3]
	63	she	o		Look, she said.	Bak. dedi.	https://audio.tatoeba.org/sentences/eng/NA.mp3	[sound:NA.mp3]
245257	64	so	öyle		I fear so.	Korkarım ki öyle.	https://audio.tatoeba.org/sentences/eng/245257.mp3	[sound:245257.mp3]
51142	64	so	öyle		I hope so.	Öyle olduğunu umuyorum.	https://audio.tatoeba.org/sentences/eng/51142.mp3	[sound:51142.mp3]
254069	64	so	öyle		I said so.	Öyle söyledim.	https://audio.tatoeba.org/sentences/eng/254069.mp3	[sound:254069.mp3]
3820733	64	so	öyle		I guess so.	Sanırım öyle.	https://audio.tatoeba.org/sentences/eng/3820733.mp3	[sound:3820733.mp3]
254072	64	so	öyle		I think so.	Ben öyle düşünüyorum.	https://audio.tatoeba.org/sentences/eng/254072.mp3	[sound:254072.mp3]
1339	64	so	öyle		I'm so fat.	Çok şişmanım.	https://audio.tatoeba.org/sentences/eng/1339.mp3	[sound:1339.mp3]
2248254	64	so	öyle		I'm so mad.	Çok çılgınım.	https://audio.tatoeba.org/sentences/eng/2248254.mp3	[sound:2248254.mp3]
1120776	64	so	öyle		Is that so?	Öyle mi?	https://audio.tatoeba.org/sentences/eng/1120776.mp3	[sound:1120776.mp3]
3820738	64	so	öyle		We hope so.	Öyle umuyoruz.	https://audio.tatoeba.org/sentences/eng/3820738.mp3	[sound:3820738.mp3]
2245613	64	so	öyle		I assume so.	Sanırım öyle.	https://audio.tatoeba.org/sentences/eng/2245613.mp3	[sound:2245613.mp3]
31149	64	so	öyle		I'm so full.	Ben çok tokum.	https://audio.tatoeba.org/sentences/eng/31149.mp3	[sound:31149.mp3]
1891125	64	so	öyle		I'm so glad.	Çok memnun oldum.	https://audio.tatoeba.org/sentences/eng/1891125.mp3	[sound:1891125.mp3]
2249241	64	so	öyle		It's so big.	Çok büyük.	https://audio.tatoeba.org/sentences/eng/2249241.mp3	[sound:2249241.mp3]
2249267	64	so	öyle		It's so low.	Çok düşük.	https://audio.tatoeba.org/sentences/eng/2249267.mp3	[sound:2249267.mp3]
2249274	64	so	öyle		It's so sad.	Çok üzücü.	https://audio.tatoeba.org/sentences/eng/2249274.mp3	[sound:2249274.mp3]
2249245	64	so	öyle		It's so cool.	Çok serin.	https://audio.tatoeba.org/sentences/eng/2249245.mp3	[sound:2249245.mp3]
2249246	64	so	öyle		It's so cute.	Çok sevimli.	https://audio.tatoeba.org/sentences/eng/2249246.mp3	[sound:2249246.mp3]
2249247	64	so	öyle		It's so dark.	Çok karanlık.	https://audio.tatoeba.org/sentences/eng/2249247.mp3	[sound:2249247.mp3]
1513669	64	so	öyle		It's so easy.	O çok kolay.	https://audio.tatoeba.org/sentences/eng/1513669.mp3	[sound:1513669.mp3]
2249260	64	so	öyle		It's so hard.	Çok zor.	https://audio.tatoeba.org/sentences/eng/2249260.mp3	[sound:2249260.mp3]
2111823	65	some	bazı, biraz		Have some.	Biraz al.	https://audio.tatoeba.org/sentences/eng/2111823.mp3	[sound:2111823.mp3]
2246014	65	some	bazı, biraz		I need some.	Biraz ihtiyacım var.	https://audio.tatoeba.org/sentences/eng/2246014.mp3	[sound:2246014.mp3]
2861653	65	some	bazı, biraz		Tom had some.	Tom'un biraz vardı.	https://audio.tatoeba.org/sentences/eng/2861653.mp3	[sound:2861653.mp3]
2241116	65	some	bazı, biraz		We have some.	Bizde biraz var.	https://audio.tatoeba.org/sentences/eng/2241116.mp3	[sound:2241116.mp3]
2245198	65	some	bazı, biraz		Come get some.	Gel biraz al.	https://audio.tatoeba.org/sentences/eng/2245198.mp3	[sound:2245198.mp3]
3162172	65	some	bazı, biraz		Get some help.	Biraz yardım al.	https://audio.tatoeba.org/sentences/eng/3162172.mp3	[sound:3162172.mp3]
1553506	65	some	bazı, biraz		Get some rest.	Biraz dinlen.	https://audio.tatoeba.org/sentences/eng/1553506.mp3	[sound:1553506.mp3]
2245545	65	some	bazı, biraz		Have some fun.	Biraz eğlen.	https://audio.tatoeba.org/sentences/eng/2245545.mp3	[sound:2245545.mp3]
1283284	65	some	bazı, biraz		Have some ham.	Biraz jambon ye.	https://audio.tatoeba.org/sentences/eng/1283284.mp3	[sound:1283284.mp3]
2247734	65	some	bazı, biraz		I'll get some.	Biraz alacağım.	https://audio.tatoeba.org/sentences/eng/2247734.mp3	[sound:2247734.mp3]
2247872	65	some	bazı, biraz		I'll try some.	Biraz deneyeceğim.	https://audio.tatoeba.org/sentences/eng/2247872.mp3	[sound:2247872.mp3]
2243136	65	some	bazı, biraz		They had some.	Onların birkaç tane vardı.	https://audio.tatoeba.org/sentences/eng/2243136.mp3	[sound:2243136.mp3]
2253799	65	some	bazı, biraz		Try some more.	Biraz daha dene.	https://audio.tatoeba.org/sentences/eng/2253799.mp3	[sound:2253799.mp3]
466005	65	some	bazı, biraz		Drink some tea.	Biraz çay iç.	https://audio.tatoeba.org/sentences/eng/466005.mp3	[sound:466005.mp3]
1860724	65	some	bazı, biraz		Get some sleep.	Biraz uyu.	https://audio.tatoeba.org/sentences/eng/1860724.mp3	[sound:1860724.mp3]
2245543	65	some	bazı, biraz		Have some cake.	Biraz kek al.	https://audio.tatoeba.org/sentences/eng/2245543.mp3	[sound:2245543.mp3]
4755386	65	some	bazı, biraz		Have some more.	Biraz daha ye.	https://audio.tatoeba.org/sentences/eng/4755386.mp3	[sound:4755386.mp3]
6045762	65	some	bazı, biraz		Have some soup.	Biraz çorba iç.	https://audio.tatoeba.org/sentences/eng/6045762.mp3	[sound:6045762.mp3]
3333911	65	some	bazı, biraz		Here, try some.	İşte, biraz dene.	https://audio.tatoeba.org/sentences/eng/3333911.mp3	[sound:3333911.mp3]
2331718	65	some	bazı, biraz		I had some fun.	Biraz eğlendim.	https://audio.tatoeba.org/sentences/eng/2331718.mp3	[sound:2331718.mp3]
2250061	65	some	bazı, biraz		Take some time.	Biraz zaman kazan.	https://audio.tatoeba.org/sentences/eng/2250061.mp3	[sound:2250061.mp3]
64141	65	some	bazı, biraz		Boil some water.	Biraz su kaynatın.	https://audio.tatoeba.org/sentences/eng/64141.mp3	[sound:64141.mp3]
3327432	65	some	bazı, biraz		Can I have some?	Biraz alabilir miyim?	https://audio.tatoeba.org/sentences/eng/3327432.mp3	[sound:3327432.mp3]
3327124	65	some	bazı, biraz		Get me some ice.	Bana biraz buz getir.	https://audio.tatoeba.org/sentences/eng/3327124.mp3	[sound:3327124.mp3]
6045763	65	some	bazı, biraz		Have some pizza.	Biraz pizza ye.	https://audio.tatoeba.org/sentences/eng/6045763.mp3	[sound:6045763.mp3]
2331720	65	some	bazı, biraz		I had some help.	Biraz yardım aldım.	https://audio.tatoeba.org/sentences/eng/2331720.mp3	[sound:2331720.mp3]
2387514	65	some	bazı, biraz		I need some air.	Biraz havaya ihtiyacım var.	https://audio.tatoeba.org/sentences/eng/2387514.mp3	[sound:2387514.mp3]
2387529	65	some	bazı, biraz		I need some tea.	Biraz çaya ihtiyacım var.	https://audio.tatoeba.org/sentences/eng/2387529.mp3	[sound:2387529.mp3]
5948192	65	some	bazı, biraz		I want some tea.	Ben biraz çay istiyorum.	https://audio.tatoeba.org/sentences/eng/5948192.mp3	[sound:5948192.mp3]
1251507	65	some	bazı, biraz		Make some noise!	Biraz ses çıkar!	https://audio.tatoeba.org/sentences/eng/1251507.mp3	[sound:1251507.mp3]
2648847	65	some	bazı, biraz		Do you want some?	Biraz ister misin?	https://audio.tatoeba.org/sentences/eng/2648847.mp3	[sound:2648847.mp3]
2245408	65	some	bazı, biraz		Drink some water.	Biraz su iç.	https://audio.tatoeba.org/sentences/eng/2245408.mp3	[sound:2245408.mp3]
2766916	65	some	bazı, biraz		Fry me some eggs.	Bana birkaç yumurta kızart.	https://audio.tatoeba.org/sentences/eng/2766916.mp3	[sound:2766916.mp3]
3151564	65	some	bazı, biraz		Give it some gas.	Biraz gaz ver.	https://audio.tatoeba.org/sentences/eng/3151564.mp3	[sound:3151564.mp3]
1661528	65	some	bazı, biraz		I have some food.	Biraz yiyeceğim var.	https://audio.tatoeba.org/sentences/eng/1661528.mp3	[sound:1661528.mp3]
2360332	65	some	bazı, biraz		I have some news.	Bazı haberlerim var.	https://audio.tatoeba.org/sentences/eng/2360332.mp3	[sound:2360332.mp3]
1638268	65	some	bazı, biraz		I need some cash.	Biraz nakit paraya ihtiyacım var.	https://audio.tatoeba.org/sentences/eng/1638268.mp3	[sound:1638268.mp3]
2387521	65	some	bazı, biraz		I need some help.	Bana biraz para lazım.	https://audio.tatoeba.org/sentences/eng/2387521.mp3	[sound:2387521.mp3]
1504740	65	some	bazı, biraz		I want some milk.	Biraz süt istiyorum.	https://audio.tatoeba.org/sentences/eng/1504740.mp3	[sound:1504740.mp3]
1513327	65	some	bazı, biraz		I want some more.	Biraz daha istiyorum.	https://audio.tatoeba.org/sentences/eng/1513327.mp3	[sound:1513327.mp3]
2854251	65	some	bazı, biraz		Please take some.	Lütfen biraz al.	https://audio.tatoeba.org/sentences/eng/2854251.mp3	[sound:2854251.mp3]
2891220	65	some	bazı, biraz		Go get some sleep.	Biraz uyumaya git.	https://audio.tatoeba.org/sentences/eng/2891220.mp3	[sound:2891220.mp3]
1202150	65	some	bazı, biraz		Go get some water.	Git biraz su getir.	https://audio.tatoeba.org/sentences/eng/1202150.mp3	[sound:1202150.mp3]
2245546	65	some	bazı, biraz		Have some respect.	Biraz saygı.	https://audio.tatoeba.org/sentences/eng/2245546.mp3	[sound:2245546.mp3]
61738	65	some	bazı, biraz		Here's some water.	İşte bir miktar su.	https://audio.tatoeba.org/sentences/eng/61738.mp3	[sound:61738.mp3]
274356	65	some	bazı, biraz		I have some gifts.	Bazı hediyelerim var.	https://audio.tatoeba.org/sentences/eng/274356.mp3	[sound:274356.mp3]
2360326	65	some	bazı, biraz		I have some ideas.	Bazı fikirlerim var.	https://audio.tatoeba.org/sentences/eng/2360326.mp3	[sound:2360326.mp3]
258649	65	some	bazı, biraz		I have some money.	Benim biraz param var.	https://audio.tatoeba.org/sentences/eng/258649.mp3	[sound:258649.mp3]
2380418	65	some	bazı, biraz		I made some calls.	Bazı aramalar yaptım.	https://audio.tatoeba.org/sentences/eng/2380418.mp3	[sound:2380418.mp3]
54925	66	take	almak		I'll take it.	Onu alacağım.	https://audio.tatoeba.org/sentences/eng/54925.mp3	[sound:54925.mp3]
2249487	66	take	almak		Just take it.	Sadece onu al.	https://audio.tatoeba.org/sentences/eng/2249487.mp3	[sound:2249487.mp3]
3172309	66	take	almak		Can I take it?	Bunu alabilir miyim?	https://audio.tatoeba.org/sentences/eng/3172309.mp3	[sound:3172309.mp3]
6667148	66	take	almak		I can take it.	Bunu alabilirim.	https://audio.tatoeba.org/sentences/eng/6667148.mp3	[sound:6667148.mp3]
2235763	66	take	almak		I'll take Tom.	Tom'u götüreceğim.	https://audio.tatoeba.org/sentences/eng/2235763.mp3	[sound:2235763.mp3]
1566	66	take	almak		I'll take him.	Onu ben götüreceğim.	https://audio.tatoeba.org/sentences/eng/1566.mp3	[sound:1566.mp3]
2247817	66	take	almak		I'll take one.	Bir tane alacağım.	https://audio.tatoeba.org/sentences/eng/2247817.mp3	[sound:2247817.mp3]
1898348	66	take	almak		Just take one.	Sadece birini al.	https://audio.tatoeba.org/sentences/eng/1898348.mp3	[sound:1898348.mp3]
2405901	66	take	almak		I said take it.	Onu al dedim.	https://audio.tatoeba.org/sentences/eng/2405901.mp3	[sound:2405901.mp3]
266564	66	take	almak		I take it back.	Geri alıyorum.	https://audio.tatoeba.org/sentences/eng/266564.mp3	[sound:266564.mp3]
2247818	66	take	almak		I'll take over.	Yönetimi devralacağım.	https://audio.tatoeba.org/sentences/eng/2247818.mp3	[sound:2247818.mp3]
2249488	66	take	almak		Just take mine.	Sadece benimkini al.	https://audio.tatoeba.org/sentences/eng/2249488.mp3	[sound:2249488.mp3]
2730088	66	take	almak		Can you take me?	Beni götürebilir misin?	https://audio.tatoeba.org/sentences/eng/2730088.mp3	[sound:2730088.mp3]
1911975	66	take	almak		Here, take this.	İşte, bunu al.	https://audio.tatoeba.org/sentences/eng/1911975.mp3	[sound:1911975.mp3]
2247418	66	take	almak		I take vitamins.	Vitaminler alırım.	https://audio.tatoeba.org/sentences/eng/2247418.mp3	[sound:2247418.mp3]
2248992	66	take	almak		It'll take time.	Zaman alacak.	https://audio.tatoeba.org/sentences/eng/2248992.mp3	[sound:2248992.mp3]
2255247	66	take	almak		You take charge.	Sen sorumluluğu al.	https://audio.tatoeba.org/sentences/eng/2255247.mp3	[sound:2255247.mp3]
2891022	66	take	almak		Come take a look.	Bir göz atmaya gel.	https://audio.tatoeba.org/sentences/eng/2891022.mp3	[sound:2891022.mp3]
4496087	66	take	almak		I take the blame.	Ben suçu üstlenirim.	https://audio.tatoeba.org/sentences/eng/4496087.mp3	[sound:4496087.mp3]
3005489	66	take	almak		I'll take a look.	Bir göz atacağım.	https://audio.tatoeba.org/sentences/eng/3005489.mp3	[sound:3005489.mp3]
5758144	66	take	almak		Just take a look.	Sadece bir göz atın.	https://audio.tatoeba.org/sentences/eng/5758144.mp3	[sound:5758144.mp3]
3392949	66	take	almak		Let me take over.	Devralmama izin ver.	https://audio.tatoeba.org/sentences/eng/3392949.mp3	[sound:3392949.mp3]
35385	66	take	almak		Let's take a bus.	Haydi otobüse binelim.	https://audio.tatoeba.org/sentences/eng/35385.mp3	[sound:35385.mp3]
5178379	66	take	almak		Let's take turns.	Nöbetleşe yapalım.	https://audio.tatoeba.org/sentences/eng/5178379.mp3	[sound:5178379.mp3]
2854251	66	take	almak		Please take some.	Lütfen biraz al.	https://audio.tatoeba.org/sentences/eng/2854251.mp3	[sound:2854251.mp3]
30457	66	take	almak		Just take it easy.	Sadece sakin ol.	https://audio.tatoeba.org/sentences/eng/30457.mp3	[sound:30457.mp3]
3392994	66	take	almak		Just take me home.	Sadece beni eve götür.	https://audio.tatoeba.org/sentences/eng/3392994.mp3	[sound:3392994.mp3]
2675756	66	take	almak		Let me take a nap.	Şekerleme yapayım.	https://audio.tatoeba.org/sentences/eng/2675756.mp3	[sound:2675756.mp3]
3393182	66	take	almak		Let me take those.	Onları alayım.	https://audio.tatoeba.org/sentences/eng/3393182.mp3	[sound:3393182.mp3]
373278	66	take	almak		Let's take a look.	Bir göz atalım.	https://audio.tatoeba.org/sentences/eng/373278.mp3	[sound:373278.mp3]
27830	66	take	almak		Let's take a rest.	Dinlenelim.	https://audio.tatoeba.org/sentences/eng/27830.mp3	[sound:27830.mp3]
40958	66	take	almak		Let's take a taxi.	Bir taksiye binelim.	https://audio.tatoeba.org/sentences/eng/40958.mp3	[sound:40958.mp3]
325547	66	take	almak		Let's take a trip.	Bir gezi yapalım.	https://audio.tatoeba.org/sentences/eng/325547.mp3	[sound:325547.mp3]
1894527	66	take	almak		Let's take a vote.	Oylama yapalım.	https://audio.tatoeba.org/sentences/eng/1894527.mp3	[sound:1894527.mp3]
245138	66	take	almak		Let's take a walk.	Bir yürüyüş yapalım.	https://audio.tatoeba.org/sentences/eng/245138.mp3	[sound:245138.mp3]
281949	66	take	almak		May I take a bath?	Ben bir banyo yapabilir miyim?	https://audio.tatoeba.org/sentences/eng/281949.mp3	[sound:281949.mp3]
3330078	66	take	almak		I take care of Tom.	Tom'la ilgilenirim.	https://audio.tatoeba.org/sentences/eng/3330078.mp3	[sound:3330078.mp3]
